H0,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,T0,T1,T2,T3,T4,label
0.03222656249213218,0.033935546866714954,0.04003906249022483,0.09082031247782707,0.1257324218443036,0.14086914059060812,0.08471679685431718,0.05175781248736381,0.026855468743443488,0.046386718738675115,0.04858398436313867,0.0732421874821186,0.07470703123176098,0.06372070310944318,0.043701171864330764,0.022705078119456767,0.34277343741631505,0.39404296865379806,0.17919921870625016,0.056884765611112116,0.017089843745827674,0.0065917968733906745,0.0034179687491655347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012207031247019767,0.02050781249499321,0.11816406247115134,0.36938476553481814,0.397705078027904,0.08764648435360192,0.005371093748688697,0.0,0.0,0.0,0.0,112.48253456475246,8.174861032375947,0.1202766816886997,0.0274656974762783,0.7388564322135976,H1
0.02465820311897993,0.01684570312088728,0.02514648436886072,0.05346679686194658,0.09790039060109854,0.12207031247019767,0.12719726559394598,0.09521484372675418,0.042724609364569184,0.09326171872723102,0.08154296873009204,0.08715820310372113,0.058837890610635275,0.043212890614449974,0.021728515619695184,0.009033203122794627,0.6267089842219948,0.2629394530608058,0.08764648435360192,0.018066406245589254,0.0031738281242251394,0.0009765624997615813,0.00048828124988079067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828124988079067,0.01831054687052965,0.09521484372675418,0.42944335927015537,0.37915039053243393,0.07568359373152256,0.0017089843745827673,0.0,0.0,0.0,0.0,60.077429177689915,5.5021799807886245,0.21362034097591406,0.04066305736778133,0.8160232552554291,H1
0.01831054687052965,0.010498046872437,0.015624999996185301,0.03491210936647653,0.062011718734860416,0.10156249997520446,0.18749999995422362,0.21899414057153463,0.057373046860992906,0.1354980468419194,0.07446289060682058,0.03930664061540365,0.01831054687052965,0.012207031247019768,0.008300781247973442,0.0051269531237483025,0.8339843747963904,0.11767578122127055,0.04248046873962879,0.0051269531237483025,0.00024414062494039534,0.00048828124988079067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009765624997615813,0.015869140621125696,0.058349609360754486,0.6000976561034918,0.29565429680281874,0.029052734367907045,0.0,0.0,0.0,0.0,0.0,33.546132920761025,3.492563460569433,0.36194416201171725,0.07825136310810189,0.8374526559657594,H1
0.027343749993324278,0.021728515619695184,0.03271484374201297,0.07250976560729741,0.12084960934549568,0.12255859372007846,0.09130859372770786,0.07690429685622453,0.03417968749165535,0.0681152343583703,0.04760742186337709,0.07910156248068809,0.08691406247878074,0.06640624998378754,0.038085937490701674,0.013671874996662139,0.42626953114593025,0.34130859366667265,0.15258789058774708,0.055175781236529345,0.019531249995231627,0.00366210937410593,0.001464843749642372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009765624997615813,0.094482421851933,0.37573242178326843,0.43334960926920174,0.07592773435646295,0.009521484372675419,0.0012207031247019767,0.0,0.0,0.0,98.14916284801014,7.301781187011849,0.15841094909379455,0.03308248405431133,0.7300289061272107,H1
0.012695312496900557,0.00366210937410593,0.005371093748688697,0.020751953119933605,0.0363769531161189,0.08056640623033046,0.16259765621030328,0.1997070312012434,0.08251953122985363,0.1887207030789256,0.10009765622556209,0.058349609360754486,0.022949218744397162,0.012939453121840952,0.010009765622556208,0.0026855468743443487,0.8422851560443639,0.11694335934644937,0.029052734367907045,0.006835937498331069,0.0031738281242251394,0.0009765624997615813,0.00048828124988079067,0.00024414062494039534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017089843745827673,0.03466796874153614,0.6494140623414516,0.2990722655519843,0.014892578121364115,0.00024414062494039534,0.0,0.0,0.0,0.0,22.140031533446795,2.9287220096371964,0.3634539897392855,0.07848910042847251,0.806742861966413,H1
0.030029296867668625,0.0034179687491655347,0.009765624997615813,0.023925781244158742,0.05126953123748302,0.10742187497377395,0.22705078119456767,0.20166015620076655,0.05712890623605251,0.11816406247115134,0.08642578122889995,0.052490234362184994,0.013427734371721744,0.010498046872437,0.005371093748688697,0.0019531249995231627,0.9042968747792243,0.08105468748021125,0.011230468747258186,0.002929687499284744,0.00048828124988079067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048828124988079067,0.03247070311707258,0.8303222654222845,0.13183593746781347,0.004882812498807907,0.0,0.0,0.0,0.0,0.0,15.185307224741772,2.415436429201318,0.39234031338876935,0.08654621422316276,0.7923743001788242,H1
0.02514648436886072,0.022705078119456767,0.03320312499189377,0.07421874998188019,0.14941406246352196,0.13818359371626376,0.08496093747925758,0.06591796873390673,0.03271484374201297,0.06591796873390673,0.04980468748784065,0.0729980468571782,0.08203124997997284,0.057861328110873696,0.031005859367430208,0.013916015621602534,0.4475097655157447,0.33251953116881844,0.15869140621125696,0.04663085936361551,0.012451171871960163,0.002197265624463558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005859374998569488,0.08569335935407876,0.39575195302838084,0.4306640623948574,0.07446289060682058,0.00732421874821186,0.00024414062494039534,0.0,0.0,0.0,92.08743740551832,7.189720332577487,0.14961241464547112,0.032655626874802994,0.711238236361739,H1
0.006835937498331069,0.004150390623986721,0.005859374998569488,0.03955078124034404,0.08837890622842311,0.10131835935026406,0.13525390621697903,0.1362304687167406,0.07910156248068809,0.16601562495946884,0.10546874997425079,0.07788085935598611,0.037597656240820884,0.009765624997615813,0.004882812498807907,0.0017089843745827673,0.593505859230101,0.2619628905610442,0.09912109372580051,0.03247070311707258,0.007812499998092651,0.0026855468743443487,0.002197265624463558,0.00024414062494039534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002197265624463558,0.042724609364569184,0.16015624996089933,0.48852539050573107,0.28979492180424926,0.015380859371244907,0.0012207031247019767,0.0,0.0,0.0,0.0,43.66300351159003,4.417615425799963,0.26689395573560487,0.05156254847555347,0.8744479366211506,H1
0.026611328118503093,0.005859374998569488,0.012451171871960163,0.047363281238436694,0.11206054684764145,0.1403808593407273,0.15478515621221065,0.14306640621507166,0.04614257811373472,0.11035156247305869,0.08593749997901916,0.06860351560825109,0.024169921869099137,0.010742187497377395,0.009521484372675419,0.0019531249995231627,0.7763671873104572,0.19091796870338915,0.031005859367430208,0.0017089843745827673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024414062494039534,0.0471191406134963,0.1616210937105417,0.5695800779859423,0.21679687494707106,0.0024414062494039534,0.0,0.0,0.0,0.0,0.0,21.989932720773567,3.2970314862056065,0.3066155633394433,0.0571819575266096,0.9193827380467156,H1
0.07983398435550927,0.054199218736767765,0.051025390612542625,0.06738281248354912,0.10302734372484683,0.10791015622365474,0.06176757810992002,0.027832031243205067,0.012939453121840952,0.023925781244158742,0.03271484374201297,0.06176757810992002,0.06494140623414515,0.09692382810133694,0.09667968747639655,0.05712890623605251,0.30517578117549415,0.3247070311707258,0.17871093745636937,0.09765624997615814,0.05664062498617172,0.024902343743920325,0.006835937498331069,0.00366210937410593,0.0009765624997615813,0.00024414062494039534,0.00048828124988079067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024414062494039534,0.007568359373152256,0.027587890618264672,0.04663085936361551,0.09374999997711181,0.31152343742394445,0.40136718740200994,0.0996093749756813,0.011474609372198581,0.00024414062494039534,0.0,0.0,0.0,0.0,61.36076861300113,5.806728710002524,0.17935209831667726,0.031081555859038462,0.9160674551690147,H1
